TIMESTAMP,X,Y,Z,ACTIVITY
19:16:17.6050,-6.75284242630005,-11.901572227478,-2.4468994140625,walking
19:16:17.6850,-2.38639664649963,-9.74495220184326,0.423620879650116,walking
19:16:17.7540,-2.35244178771973,-9.67232131958008,0.145403787493706,walking
19:16:17.8280,-3.37469291687012,-8.20125102996826,0.034241557121277,walking
19:16:17.8810,-1.35504710674286,-5.84393262863159,0.171045556664467,walking
19:16:17.9430,-0.035851448774338,-6.51953268051147,1.61743879318237,walking
19:16:18.0220,0.295216232538223,-9.67940425872803,7.61478710174561,walking
19:16:18.0830,-0.94002103805542,-10.1384687423706,7.74327945709229,walking
19:16:18.1429,-2.16783404350281,-14.55539894104,3.77425384521484,walking
19:16:18.2220,-0.361061632633209,-3.51396441459656,-2.60927319526672,walking
19:16:18.2810,-5.2708535194397,-10.505711555481,1.81396949291229,walking
19:16:18.3410,-4.07659292221069,-6.92329931259155,0.658704698085785,walking
19:16:18.4200,-2.72589492797852,-8.4359769821167,2.3421037197113,walking
19:16:18.4780,-4.23184251785278,-8.00628566741943,0.312746465206146,walking
19:16:18.5400,-4.94562149047852,-9.18087100982666,0.348040699958801,walking
19:16:18.6190,-7.14876985549927,-11.8724517822266,1.83563053607941,walking
19:16:18.6830,-7.54904985427856,-12.4691753387451,4.00548791885376,walking
19:16:18.7390,-1.74117481708527,-10.8312358856201,-1.90800821781158,walking
19:16:18.8189,-3.44051432609558,-13.6524715423584,3.15415191650391,walking
19:16:18.8790,-1.2678599357605,-6.04140138626099,0.12351293861866,walking
19:16:18.9380,0.298802644014359,-3.85787916183472,-0.342346727848053,walking
19:16:19.0170,-0.048392474651337,-6.74179315567017,0.40316778421402,walking
19:16:19.0790,1.50329267978668,-8.14356517791748,6.61549139022827,walking
19:16:19.1380,-2.02296710014343,-12.6839904785156,10.4492664337158,walking
19:16:19.2180,-1.84210860729218,-14.6064834594727,0.423819720745087,walking
19:16:19.2770,-2.54001617431641,-4.2773814201355,-0.421057939529419,walking
19:16:19.3400,-3.65707540512085,-9.74004650115967,-0.289321064949036,walking
19:16:19.4150,-2.11962294578552,-7.46001195907593,-1.32454216480255,walking
19:16:19.4770,-3.47430849075317,-7.79867649078369,1.14032781124115,walking
19:16:19.5380,-4.93856382369995,-8.62069892883301,0.5440314412117,walking
19:16:19.6190,-5.49308824539185,-10.8513412475586,1.22096109390259,walking
19:16:19.6760,-5.10846757888794,-11.970287322998,3.74255299568176,walking
19:16:19.7360,-5.49019002914429,-12.5743436813355,-1.42609345912933,walking
19:16:19.8179,-1.33004868030548,-14.9472389221191,0.57282954454422,walking
19:16:19.8760,-3.8828387260437,-11.0916042327881,0.48227334022522,walking
19:16:19.9550,-0.865570604801178,-3.97591543197632,-1.43430554866791,walking
19:16:20.0150,1.18506109714508,-4.5107102394104,-1.39450752735138,walking
19:16:20.0740,0.380920827388763,-6.13056325912476,3.10661125183105,walking
19:16:20.1560,0.075914487242699,-12.5200424194336,10.1958179473877,walking
19:16:20.2150,0.731897711753845,-8.88625621795654,6.80451536178589,walking
19:16:20.2730,-1.51689875125885,-14.7325239181519,-1.9339280128479,walking
19:16:20.3570,-3.49556040763855,-6.10516405105591,-1.20744097232819,walking
19:16:20.4140,-4.00228309631348,-9.38244819641113,0.819195926189423,walking
19:16:20.4740,-1.50521731376648,-7.63993120193481,0.069754496216774,walking
19:16:20.5530,-3.53336668014526,-6.8966908454895,0.306761980056763,walking
19:16:20.6150,-4.59402322769165,-8.92932510375977,1.19011628627777,walking
19:16:20.6730,-5.42666721343994,-12.3127241134644,1.94829392433167,walking
19:16:20.7540,-4.18042707443237,-12.7636823654175,5.56259441375732,walking
19:16:20.8110,-5.10672521591187,-12.7026138305664,-2.51690745353699,walking
19:16:20.8750,-3.11979961395264,-14.6457862854004,2.40131902694702,walking
19:16:20.9600,-2.87776923179626,-8.26671600341797,-0.685520827770233,walking
19:16:21.0130,0.511906445026398,-4.00871992111206,-1.21551072597504,walking
19:16:21.0770,-0.549752473831177,-4.26054620742798,-1.1584769487381,walking
19:16:21.1670,1.59195101261139,-7.1581130027771,4.74622964859009,walking
19:16:21.2200,-1.78643870353699,-13.2531690597534,12.3723049163818,walking
19:16:21.2760,-3.23990964889526,-14.0310592651367,1.82155096530914,walking
19:16:21.3650,1.92523729801178,-6.8025426864624,-1.92235910892487,walking
19:16:21.4130,-4.95134592056274,-9.985595703125,-1.76778173446655,walking
19:16:21.4740,-2.11015820503235,-7.73670339584351,0.663611233234406,walking
19:16:21.5550,-2.59234499931335,-7.98825311660767,1.05157291889191,walking
19:16:21.6170,-2.79921889305115,-8.21649074554443,0.848468780517578,walking
19:16:21.6790,-3.18922185897827,-11.3195667266846,1.42830848693848,walking
19:16:21.7500,-4.34337425231934,-13.3607616424561,5.02970838546753,walking
19:16:21.8139,-4.48700284957886,-13.3830890655518,-0.471393465995789,walking
19:16:21.8890,-1.81307446956635,-15.923716545105,0.196519032120705,walking
19:16:21.9530,-2.10976076126099,-9.77467155456543,-0.674549639225006,walking
19:16:22.0130,0.632516741752625,-3.99254059791565,-0.692923963069916,walking
